name,year,rating,metacritic
Layton Brothers: Mystery Room,2013,3.44,75.0
Gangstar Vegas,2013,3.62,61.0
Prince of Persia The Shadow and the Flame,2013,3.43,63.0
State of Decay: Breakdown,2013,3.6,71.0
Dungeon Keeper (mobile),2013,1.71,42.0
Temple Run: Oz,2013,3.83,71.0
Pocket Card Jockey,2013,4.14,83.0
Age of Wushu,2013,3.5,74.0
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,3.33,55.0
Clumsy Ninja,2013,3.86,78.0
Reaper,2013,3.29,81.0
Middle-earth: Shadow of Mordor,2014,3.91,85.0
Wolfenstein: The New Order,2014,4.18,81.0
Metro: Last Light Redux,2014,4.14,76.0
Borderlands: The Pre-Sequel,2014,3.56,75.0
Metro 2033 Redux,2014,4.1,88.0
Metal Gear Solid V: Ground Zeroes,2014,3.9,80.0
The Last Of Us Remastered,2014,4.69,95.0
Watch Dogs,2014,3.6,77.0
Alien: Isolation,2014,4.21,81.0
Transistor,2014,4.17,83.0
Far Cry 4,2014,3.82,80.0
Insurgency,2014,3.42,74.0
Black Desert Online,2014,2.9,73.0
This War of Mine,2014,4.07,83.0
Thief,2014,3.27,70.0
Lara Croft and the Temple of Osiris,2014,3.1,73.0
South Park: The Stick of Truth,2014,4.22,84.0
Assassin's Creed Unity,2014,3.63,71.0
Halo: The Master Chief Collection,2014,4.25,85.0
Sleeping Dogs: Definitive Edition,2014,4.15,76.0
Guacamelee! Super Turbo Championship Edition,2014,3.55,86.0
The Sims 4,2014,3.68,67.0
Goat Simulator,2014,3.18,62.0
Dragon Age: Inquisition,2014,3.8,86.0
A Story About My Uncle,2014,3.15,73.0
Age of Wonders III,2014,2.92,80.0
inFAMOUS Second Son,2014,3.91,80.0
The Long Dark,2014,3.91,76.0
The Binding of Isaac: Rebirth,2014,4.32,86.0
The Evil Within,2014,3.97,68.0
Murdered: Soul Suspect,2014,3.48,59.0
LEGO The Hobbit,2014,3.41,70.0
Lords of the Fallen (2014),2014,2.91,73.0
Game of Thrones - A Telltale Games Series,2014,3.24,66.0
Broken Age,2014,3.65,81.0
Child of Light,2014,3.85,77.0
Destiny,2014,3.69,76.0
The Talos Principle,2014,4.16,85.0
Divinity: Original Sin,2014,4.18,87.0
Valiant Hearts: The Great War,2014,4.36,80.0
Sunset Overdrive,2014,3.9,82.0
Shadowrun: Dragonfall - Director's Cut,2014,3.82,87.0
Never Alone,2014,3.47,70.0
Styx: Master of Shadows,2014,3.16,71.0
Sniper Elite 3,2014,3.53,67.0
Fable Anniversary,2014,4.07,68.0
The Banner Saga,2014,4.09,81.0
The Vanishing of Ethan Carter,2014,3.76,82.0
Tropico 5,2014,3.64,75.0
Loadout,2014,2.47,72.0
LittleBigPlanet 3,2014,3.51,79.0
Dungeon of the Endless,2014,3.61,79.0
Endless Legend,2014,3.64,82.0
Call of Duty: Advanced Warfare,2014,3.47,78.0
Oddworld: New 'n' Tasty,2014,3.52,87.0
inFAMOUS: First Light,2014,3.72,73.0
Trials Fusion,2014,3.53,80.0
Assassin’s Creed Rogue,2014,3.72,74.0
Warface: Ice Breaker,2014,2.42,62.0
Stealth Inc 2: A Game of Clones,2014,2.84,79.0
Hawken,2014,2.83,73.0
Diablo III: Reaper of Souls,2014,4.17,87.0
Tomb Raider: Definitive Edition,2014,4.1,86.0
Dark Souls II,2014,4.03,91.0
Grow Home,2014,3.48,75.0
LEGO Batman 3: Beyond Gotham,2014,3.62,75.0
Planetary Annihilation,2014,2.86,62.0
Assetto Corsa,2014,3.91,85.0
The Crew,2014,3.32,71.0
FIFA 15,2014,3.37,82.0
Octodad: Dadliest Catch,2014,3.73,69.0
Banished,2014,3.89,73.0
Assassin's Creed Freedom Cry,2014,3.07,73.0
World of Tanks Blitz,2014,2.77,76.0
Lethal League,2014,3.6,82.0
Mercenary Kings,2014,2.92,76.0
Sherlock Holmes: Crimes and Punishments,2014,3.95,77.0
Back to Bed,2014,2.83,57.0
Worms Battlegrounds,2014,3.17,66.0
Ziggurat,2014,3.01,75.0
Door Kickers,2014,3.79,83.0
DRIVECLUB,2014,3.51,71.0
Shovel Knight,2014,4.3,85.0
Risen 3: Titan Lords,2014,3.4,65.0
Nidhogg,2014,4.01,81.0
Super Time Force Ultra,2014,3.09,80.0
Titanfall,2014,4.0,85.0
Ultra Street Fighter IV,2014,3.86,80.0
The Whispered World Special Edition,2014,3.49,70.0
Tower of Guns,2014,2.3,76.0
Dreamfall Chapters,2014,3.82,71.0
Firefall,2014,2.62,60.0
Starpoint Gemini 2,2014,2.25,70.0
Castlevania: Lords of Shadow 2,2014,3.77,58.0
Blackguards,2014,2.84,68.0
Sid Meier's Civilization: Beyond Earth,2014,3.56,81.0
The LEGO Movie - Videogame,2014,3.57,72.0
Gods Will Be Watching,2014,3.49,64.0
A Bird Story,2014,3.74,66.0
Xenonauts,2014,3.16,77.0
Road Redemption,2014,3.55,67.0
LUFTRAUSERS,2014,3.58,80.0
The Incredible Adventures of Van Helsing II,2014,3.51,77.0
Five Nights at Freddy's,2014,3.49,78.0
GRID Autosport,2014,3.69,78.0
Tesla Effect: A Tex Murphy Adventure,2014,2.61,68.0
Among the Sleep,2014,3.47,66.0
Talisman: Digital Edition,2014,3.13,51.0
WAKFU,2014,2.96,76.0
Icewind Dale: Enhanced Edition,2014,3.96,80.0
LISA,2014,4.26,78.0
Stronghold Crusader 2,2014,3.48,65.0
Forza Horizon 2,2014,4.21,86.0
Gauntlet Slayer Edition,2014,3.47,70.0
Batman: Arkham Origins Blackgate - Deluxe Edition,2014,3.3,61.0
SPINTIRES,2014,3.81,67.0
Plants vs Zombies Garden Warfare,2014,3.44,74.0
Age of Mythology: Extended Edition,2014,4.18,66.0
Jazzpunk,2014,3.98,75.0
The Fall,2014,3.5,76.0
Men of War: Assault Squad 2,2014,3.96,68.0
Only If,2014,1.99,39.0
Always Sometimes Monsters,2014,2.55,73.0
OlliOlli,2014,3.72,78.0
Sacred 3,2014,2.66,57.0
Lovely Planet,2014,3.06,61.0
The Jackbox Party Pack,2014,3.98,77.0
Hatoful Boyfriend,2014,3.28,68.0
The Plan,2014,3.24,50.0
Ether One,2014,2.49,82.0
Black The Fall,2014,3.1,73.0
Lichdom: Battlemage,2014,2.79,69.0
Wargame: Red Dragon,2014,3.53,78.0
Rise of Nations: Extended Edition,2014,4.1,89.0
Shovel Knight: Treasure Trove,2014,4.32,91.0
Screencheat,2014,3.62,71.0
Hack 'n' Slash,2014,2.78,73.0
D4: Dark Dreams Don't Die,2014,3.6,72.0
Blade Symphony,2014,2.87,72.0
Ionball 2: Ionstorm,2014,1.97,70.0
DreadOut,2014,3.27,55.0
The Witcher Adventure Game,2014,3.02,68.0
Bound by Flame,2014,3.05,56.0
Abyss Odyssey,2014,2.8,69.0
Call of Duty: Advanced Warfare - Gold Edition,2014,3.45,78.0
Lumino City,2014,3.43,70.0
Hearthstone,2014,3.91,90.0
Road Not Taken,2014,2.83,75.0
Pix the Cat,2014,2.63,77.0
Vertical Drop Heroes HD,2014,2.32,70.0
Toybox Turbos,2014,3.43,69.0
EA SPORTS UFC,2014,3.3,71.0
Freedom Planet,2014,3.87,81.0
King's Bounty: Dark Side,2014,3.45,73.0
Monument Valley,2014,4.4,89.0
Bayonetta 2,2014,4.37,92.0
Costume Quest 2,2014,3.79,68.0
NaissanceE,2014,3.22,66.0
Anomaly Defenders,2014,2.83,70.0
Orbital Gear,2014,2.45,59.0
SimplePlanes,2014,2.97,67.0
80 Days,2014,3.81,84.0
Depth,2014,3.26,65.0
Kraven Manor,2014,2.2,58.0
The Last of Us: Left Behind,2014,4.46,88.0
Entwined,2014,2.73,59.0
Spacecom,2014,2.33,68.0
Spacebase DF-9,2014,2.0,49.0
Guilty Gear Xrd -SIGN,2014,4.0,84.0
Hohokum,2014,2.98,72.0
DeadCore,2014,3.35,78.0
Chariot,2014,3.2,76.0
Lifeless Planet Premier Edition,2014,3.38,59.0
Five Nights at Freddy's 2,2014,3.63,62.0
Little Racers STREET,2014,2.7,62.0
Motorsport Manager,2014,3.83,81.0
Secrets of Rætikon,2014,2.83,58.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014,3.59,61.0
Munin,2014,2.57,68.0
Randal's Monday,2014,3.48,57.0
Frozen Synapse Prime,2014,2.58,83.0
Kero Blaster,2014,3.53,82.0
Incoming Forces,2014,2.13,67.0
The Last Door - Collector's Edition,2014,3.78,79.0
MouseCraft,2014,2.31,72.0
The Last Tinker: City of Colors,2014,2.73,72.0
"I, Zombie",2014,2.62,65.0
Mitsurugi Kamui Hikae,2014,2.7,58.0
Dragons and Titans,2014,1.72,43.0
The Blue Flamingo,2014,2.05,55.0
The Journey Down: Chapter Two,2014,3.29,78.0
Neverending Nightmares,2014,3.09,68.0
Enemy Front,2014,2.7,52.0
"Pokémon Alpha Sapphire, Omega Ruby",2014,4.14,83.0
Defense Grid 2,2014,3.15,81.0
NBA 2K15,2014,3.43,80.0
Nether: Resurrected,2014,1.84,57.0
Blue Estate,2014,3.47,59.0
MIND: Path to Thalamus Enhanced Edition,2014,3.03,75.0
Silence of the Sleep,2014,2.44,66.0
Ultimate General: Gettysburg,2014,2.15,84.0
Space Run,2014,3.05,73.0
Chronology,2014,3.41,70.0
CT Special Forces: Fire for Effect,2014,1.83,62.0
NEO Scavenger,2014,3.84,77.0
The Guild Gold Edition,2014,3.49,82.0
Roundabout,2014,3.0,75.0
Heavy Bullets,2014,3.52,72.0
BlazeRush,2014,3.6,66.0
Eurofighter Typhoon,2014,1.92,69.0
Shadowgate,2014,3.5,65.0
The Detail,2014,2.52,77.0
Crowntakers,2014,2.47,70.0
Hyperdimension Neptunia Re ; Birth3 V Generation,2014,3.45,70.0
Prime World,2014,2.47,65.0
Mario Kart 8,2014,4.37,88.0
Danganronpa Another Episode: Ultra Despair Girls,2014,3.69,70.0
Dracula 1: Resurrection (android),2014,2.91,67.0
Rollers of the Realm,2014,3.16,68.0
Donkey Kong Country: Tropical Freeze,2014,4.35,84.0
Might & Magic X - Legacy,2014,3.25,70.0
Pro Evolution Soccer 2015,2014,3.41,81.0
Out There: Omega Edition,2014,3.7,80.0
Persona 4 Arena Ultimax,2014,3.71,81.0
Battleplan: American Civil War,2014,1.53,66.0
SPACE HULK ASCENSION,2014,2.8,72.0
Astebreed,2014,3.48,86.0
PHANTOM BREAKER: BATTLE GROUNDS,2014,3.61,64.0
The Amazing Spider-Man 2,2014,2.93,54.0
FOTONICA,2014,3.36,71.0
"Warhammer 40,000: Space Wolf",2014,2.97,59.0
Freedom Wars,2014,3.22,73.0
Crimzon Clover: World Ignition,2014,3.56,85.0
MXGP - The Official Motocross Videogame,2014,3.22,67.0
WWE 2K15,2014,3.18,59.0
So Many Me,2014,2.82,78.0
Captain Toad: Treasure Tracker,2014,4.1,81.0
1001 Spikes,2014,3.73,80.0
Nostradamus: The Last Prophecy,2014,4.0,70.0
Escape Goat 2,2014,3.11,76.0
Escape Dead Island,2014,2.77,52.0
Turbo Dismount,2014,3.73,85.0
Eidolon,2014,3.12,64.0
Magic: Duels of the Planeswalkers 2015,2014,3.35,60.0
Farming Simulator 15,2014,3.55,64.0
The Elder Scrolls Online,2014,3.66,71.0
Tengami,2014,3.67,57.0
Platformines,2014,2.19,67.0
Velocibox,2014,3.08,62.0
Nightmares from the Deep 3: Davy Jones,2014,3.5,72.0
Puyo Puyo Tetris,2014,4.06,81.0
Letter Quest: Grimm's Journey,2014,2.96,73.0
Giana Sisters: Twisted Dreams - Director's Cut,2014,2.77,80.0
The Marvellous Miss Take,2014,2.79,69.0
Madden NFL 15,2014,2.86,80.0
Super Smash Bros. Wii U,2014,4.1,88.0
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,2014,3.58,71.0
Terrian Saga: KR-17,2014,2.11,83.0
Strike Vector,2014,2.85,73.0
Life Goes On: Done to Death,2014,3.11,75.0
Quest for Infamy,2014,2.67,63.0
Yaiba: Ninja Gaiden Z,2014,2.75,49.0
Outlast: Whistleblower,2014,4.11,74.0
Cloudbuilt,2014,3.09,72.0
AKIBA'S TRIP: Undead ＆ Undressed,2014,3.16,59.0
Joe Dever's Lone Wolf HD Remastered,2014,3.41,78.0
Monochroma,2014,3.43,55.0
The Last Federation,2014,2.5,72.0
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014,4.14,74.0
NHL 15,2014,3.5,60.0
BioShock Infinite: Burial at Sea - Episode Two,2014,4.43,82.0
Toukiden: Kiwami,2014,3.28,78.0
Meridian: New World,2014,2.56,43.0
Windforge,2014,3.07,53.0
Fight The Dragon,2014,3.17,76.0
Minimum,2014,2.66,69.0
Dead State: Reanimated,2014,3.1,70.0
Actual Sunlight,2014,2.82,77.0
DYNASTY WARRIORS 8 Empires,2014,3.24,64.0
Qbeh-1: The Atlas Cube,2014,3.14,72.0
10 Second Ninja,2014,2.62,72.0
The Samaritan Paradox,2014,3.71,75.0
Half Minute Hero: The Second Coming,2014,3.25,79.0
Qora,2014,3.14,63.0
The Old City: Leviathan,2014,3.24,62.0
F1 2014,2014,3.68,61.0
Daylight,2014,2.62,51.0
Warlock 2: The Exiled,2014,3.2,73.0
Bombing Bastards,2014,2.24,55.0
Chaos;Child,2014,3.84,76.0
The Yawhg,2014,3.7,66.0
TRI: Of Friendship and Madness,2014,3.6,74.0
Pure Pool,2014,3.21,68.0
Cold War,2014,3.52,64.0
Metrocide,2014,2.57,68.0
Moebius: Empire Rising,2014,2.45,54.0
Pineview Drive,2014,2.91,58.0
Shadow Puppeteer,2014,2.73,57.0
World of Warcraft: Warlords of Draenor,2014,3.54,87.0
Spate,2014,2.82,61.0
Lords of Xulima,2014,3.35,71.0
Onechanbara Z2: Chaos,2014,3.57,57.0
Akaneiro: Demon Hunters,2014,1.82,53.0
La-Mulana EX,2014,2.72,78.0
Salammbô: Battle for Carthage,2014,3.33,77.0
TRANSFORMERS: Rise of the Dark Spark,2014,3.22,44.0
Fenix Rage,2014,1.78,75.0
Pier Solar and the Great Architects,2014,2.9,73.0
Our Darker Purpose,2014,3.06,74.0
Eschalon: Book III,2014,4.0,67.0
Train Fever,2014,3.33,67.0
Agarest: Generations of War Zero,2014,2.45,50.0
Hitman GO,2014,3.72,78.0
Under Night In-Birth Exe:Late,2014,3.96,80.0
FRACT OSC,2014,3.7,75.0
Drunken Robot Pornography,2014,3.12,66.0
Distant Worlds: Universe,2014,4.2,81.0
The Sun and Moon,2014,3.17,66.0
Halo 2: Anniversary,2014,4.23,71.0
J.U.L.I.A.: Among the Stars,2014,3.52,71.0
Light,2014,1.57,49.0
Blood II: The Chosen + Expansion,2014,3.21,72.0
MotoGP 14,2014,2.67,76.0
Croixleur Sigma,2014,2.5,56.0
Unrest,2014,2.89,65.0
A Golden Wake,2014,3.33,68.0
Soul Sacrifice Delta,2014,3.57,82.0
KALIMBA,2014,3.92,81.0
Shadows: Heretic Kingdoms,2014,3.44,74.0
Leo's Fortune,2014,3.88,74.0
"Warhammer 40,000: Armageddon",2014,3.33,68.0
Echelon: Wind Warriors,2014,3.5,63.0
Kirby: Triple Deluxe,2014,4.03,80.0
IL-2 Sturmovik: Battle of Stalingrad,2014,3.44,74.0
Super Smash Bros. for Nintendo 3DS,2014,3.85,88.0
Persona Q: Shadow of the Labyrinth,2014,3.86,83.0
The Floor is Jelly,2014,4.14,83.0
Cel Damage HD,2014,3.42,60.0
GoD Factory: Wingmen,2014,2.44,76.0
Nether,2014,1.58,57.0
Dominique Pamplemousse,2014,2.67,62.0
Mega Coin Squad,2014,2.82,56.0
Sword Art Online -Hollow Fragment,2014,2.83,65.0
Code: Realize ~Guardian of Rebirth~,2014,3.1,84.0
Dragon Ball Z: Battle of Z,2014,2.36,58.0
Vainglory,2014,3.67,84.0
JUJU,2014,3.2,65.0
Infinity Runner,2014,2.7,56.0
SAMURAI WARRIORS 4,2014,3.88,76.0
Journal,2014,3.4,59.0
The Golf Club,2014,3.59,70.0
Runers,2014,2.71,68.0
Hyrule Warriors,2014,3.74,73.0
Tomodachi Life,2014,3.88,71.0
Earn to Die 2,2014,3.86,63.0
Threes!,2014,4.3,92.0
Framed,2014,4.11,85.0
Makai Senki Disgaea 4 Return,2014,4.08,84.0
Sneaky Sneaky,2014,3.62,63.0
Dark Souls II: Crown of the Sunken King,2014,3.97,82.0
Dark Souls II: Crown of the Ivory King,2014,3.97,84.0
Smash Hit,2014,3.94,80.0
Dark Souls II: Crown of the Old Iron King,2014,4.0,81.0
Toukiden: The Age of Demons,2014,2.77,71.0
Diablo III: Ultimate Evil Edition,2014,4.05,88.0
Resident Evil 4 Ultimate HD Edition,2014,4.27,83.0
Company of Heroes 2 - Ardennes Assault,2014,3.67,81.0
Battlefield 4: Naval Strike,2014,3.79,68.0
"Batman: Arkham Origins - Cold, Cold Heart",2014,3.72,72.0
Don Bradman Cricket 14,2014,3.71,74.0
State of Decay: Lifeline,2014,3.85,72.0
Mario Golf: World Tour,2014,3.67,78.0
Battlefield 4: Second Assault,2014,3.73,77.0
Destiny: The Dark Below,2014,3.43,61.0
The Witcher 3: Wild Hunt,2015,4.64,92.0
Life is Strange,2015,4.12,83.0
Fallout 4,2015,3.81,84.0
Rocket League,2015,3.93,86.0
Rise of the Tomb Raider,2015,4.04,86.0
Batman: Arkham Knight,2015,4.24,81.0
Metal Gear Solid V: The Phantom Pain,2015,4.16,91.0
Just Cause 3,2015,3.4,74.0
Mortal Kombat X,2015,3.86,76.0
Mad Max,2015,3.78,73.0
ARK: Survival Evolved,2015,3.07,70.0
Bloodborne,2015,4.41,92.0
Cities: Skylines,2015,4.12,85.0
Undertale,2015,4.35,92.0
Tom Clancy's Rainbow Six Siege,2015,3.88,75.0
Ori and the Blind Forest,2015,4.38,88.0
SOMA,2015,4.16,84.0
Call of Duty: Black Ops III,2015,3.28,73.0
Fallout Shelter,2015,3.43,63.0
DiRT Rally,2015,3.69,86.0
Dying Light: The Following - Enhanced Edition,2015,4.13,87.0
Yakuza 0,2015,4.37,85.0
Hotline Miami 2: Wrong Number,2015,4.29,72.0
Grim Fandango Remastered,2015,4.0,84.0
Broforce,2015,4.02,83.0
Kingdom: Classic,2015,3.39,74.0
Dark Souls II: Scholar of the First Sin,2015,4.15,79.0
SMITE,2015,3.05,83.0
Assassin's Creed Syndicate,2015,3.66,74.0
Until Dawn,2015,4.1,79.0
Titan Souls,2015,3.34,74.0
Divinity: Original Sin - Enhanced Edition,2015,4.26,94.0
Wolfenstein: The Old Blood,2015,4.0,76.0
Darksiders II Deathinitive Edition,2015,3.79,75.0
Hacknet,2015,3.19,82.0
Prison Architect,2015,3.73,83.0
Jotun: Valhalla Edition,2015,3.07,79.0
Resident Evil Revelations 2,2015,3.68,72.0
The Elder Scrolls Online: Tamriel Unlimited,2015,3.48,77.0
Tales from the Borderlands: A Telltale Game Series,2015,4.18,85.0
STAR WARS Battlefront,2015,3.29,73.0
Dying Light,2015,4.1,74.0
Pillars of Eternity,2015,3.96,89.0
Magicka 2,2015,3.68,69.0
Trove,2015,2.67,65.0
Satellite Reign,2015,2.65,75.0
Kerbal Space Program,2015,4.16,88.0
Kholat,2015,2.65,64.0
God of War III Remastered,2015,4.12,81.0
TEKKEN 7,2015,4.02,82.0
Evolve Stage 2,2015,2.57,77.0
Saints Row: Gat Out of Hell,2015,3.17,66.0
Warhammer: End Times - Vermintide,2015,3.47,79.0
F1 2015,2015,2.69,61.0
Crypt of the NecroDancer,2015,3.99,87.0
Elite Dangerous,2015,3.93,80.0
Plague Inc: Evolved,2015,3.98,80.0
Dirty Bomb,2015,2.72,63.0
The Order: 1886,2015,3.76,63.0
Need for Speed,2015,3.38,66.0
Dungeons 2,2015,2.84,70.0
The Red Solstice,2015,2.27,74.0
HELLDIVERS,2015,3.61,83.0
Her Story,2015,3.98,88.0
Fahrenheit: Indigo Prophecy Remastered,2015,4.16,68.0
Battlefield Hardline,2015,3.19,72.0
Kingdom: New Lands,2015,3.88,80.0
Keep Talking and Nobody Explodes,2015,4.2,67.0
"Invisible, Inc.",2015,3.53,82.0
DISTRAINT,2015,3.07,76.0
Wasteland 2: Director's Cut,2015,3.63,87.0
Pathologic Classic HD,2015,3.88,76.0
Hand of Fate,2015,3.71,78.0
Downwell,2015,3.85,81.0
Sunless Sea,2015,3.7,81.0
SteamWorld Heist,2015,3.93,81.0
Mini Metro,2015,4.09,77.0
Project CARS,2015,3.57,83.0
Shadowrun: Hong Kong - Extended Edition,2015,3.84,81.0
Rebel Galaxy,2015,2.97,72.0
The Escapists,2015,3.42,71.0
Lovers in a Dangerous Spacetime,2015,3.58,80.0
Halo 5: Guardians,2015,3.74,84.0
Everybody's Gone to the Rapture,2015,3.34,76.0
Lara Croft GO,2015,3.69,84.0
Apotheon,2015,3.19,78.0
World of Warships,2015,3.16,81.0
Rusty Lake Hotel,2015,3.81,65.0
NBA 2K16,2015,2.97,86.0
Zombie Army Trilogy,2015,3.33,72.0
EA SPORTS FIFA 16,2015,3.31,79.0
OlliOlli2: Welcome to Olliwood,2015,3.3,82.0
Victor Vran,2015,3.37,75.0
Party Hard,2015,3.51,64.0
Divide By Sheep,2015,2.34,83.0
State of Decay YOSE - Day One Edition,2015,3.52,78.0
Homeworld Remastered Collection,2015,4.03,86.0
The Vanishing of Ethan Carter Redux,2015,3.75,80.0
Dishonored Definitive Edition,2015,4.38,78.0
Armello,2015,3.6,75.0
Resident Evil HD Remaster,2015,4.32,82.0
ZOMBI,2015,2.84,65.0
Duck Game,2015,4.2,82.0
Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015,3.69,85.0
Half-Life 2: Update,2015,4.15,96.0
Tales of Zestiria,2015,3.56,77.0
Not A Hero,2015,3.24,75.0
Dex,2015,3.41,62.0
Tearaway Unfolded,2015,3.71,81.0
GOD EATER 2: Rage Burst,2015,3.06,71.0
Gears of War: Ultimate Edition,2015,4.07,78.0
Absolute Drift,2015,2.9,66.0
The Incredible Adventures of Van Helsing: Final Cut,2015,3.56,79.0
12 is Better Than 6,2015,3.39,66.0
The Jackbox Party Pack 2,2015,4.04,76.0
I am Bread,2015,3.06,60.0
Hard West,2015,3.39,73.0
Chroma Squad,2015,3.55,75.0
LEGO Jurassic World,2015,3.72,72.0
Stranded Deep,2015,2.99,65.0
Human Resource Machine,2015,4.01,78.0
Axiom Verge,2015,4.01,80.0
Assassin’s Creed Chronicles: China,2015,3.11,68.0
Evoland 2,2015,3.67,74.0
MASSIVE CHALICE,2015,3.12,73.0
Verdun,2015,3.49,70.0
GALAK-Z,2015,2.6,78.0
Block N Load,2015,2.29,72.0
Heroes of Might & Magic III - HD Edition,2015,4.23,65.0
Vertiginous Golf,2015,2.53,63.0
Card Hunter,2015,3.2,80.0
Uncanny Valley,2015,2.86,67.0
STASIS,2015,3.43,79.0
Dragon Ball Xenoverse,2015,3.51,68.0
Fran Bow,2015,4.28,70.0
FINAL FANTASY TYPE-0 HD,2015,3.21,69.0
BADLAND: Game of the Year Edition,2015,3.78,79.0
Grey Goo,2015,3.24,77.0
Else Heart.Break(),2015,2.48,79.0
Galactic Civilizations III,2015,3.52,81.0
TRANSFORMERS: Devastation,2015,3.16,75.0
Sheltered,2015,3.15,66.0
CrossCode,2015,4.28,82.0
RUNNING WITH RIFLES,2015,3.28,78.0
Hatred,2015,3.03,43.0
Mordheim: City of the Damned,2015,3.02,74.0
Volume,2015,2.9,80.0
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2015,3.56,79.0
Aviary Attorney,2015,3.42,77.0
Car Mechanic Simulator 2015,2015,3.34,68.0
Shelter 2,2015,3.44,58.0
War for the Overworld,2015,3.03,65.0
Anna's Quest,2015,3.68,74.0
Evolve,2015,2.71,76.0
Blackguards 2,2015,3.04,74.0
DEAD OR ALIVE 5 Last Round,2015,3.73,71.0
The Witcher 3: Wild Hunt – Hearts of Stone,2015,4.75,90.0
BlazBlue: Chrono Phantasma EXTEND,2015,3.75,82.0
N++ (NPLUSPLUS),2015,4.13,90.0
Viridi,2015,3.01,46.0
Windward,2015,2.74,61.0
Train Valley,2015,3.46,69.0
UNCHARTED The Nathan Drake Collection,2015,4.45,86.0
Goetia,2015,2.67,79.0
Venetica - Gold Edition,2015,3.0,61.0
WWE 2K16,2015,2.93,74.0
The Age of Decadence,2015,3.81,81.0
ArcheAge,2015,3.02,80.0
Overture,2015,1.91,76.0
Nova-111,2015,2.33,68.0
SKYHILL,2015,3.05,63.0
The Room Three,2015,4.32,90.0
Dropsy,2015,3.48,80.0
The Incredible Adventures of Van Helsing III,2015,3.38,64.0
Total War: ATTILA,2015,3.88,80.0
Audiosurf 2,2015,3.82,76.0
Forza Motorsport 6,2015,4.01,87.0
Holy Potatoes! A Weapon Shop?!,2015,3.29,69.0
The Swindle,2015,2.83,70.0
Rampage Knights,2015,3.63,80.0
Distraint: Deluxe Edition,2015,3.17,73.0
JumpJet Rex,2015,2.98,76.0
Beyond Eyes,2015,2.91,60.0
Deathtrap,2015,3.03,77.0
Action Henk,2015,2.72,74.0
INK,2015,2.84,68.0
Mushroom 11,2015,3.21,78.0
Assault Android Cactus,2015,3.58,79.0
Blood Bowl 2,2015,3.36,76.0
Lakeview Cabin Collection,2015,3.12,70.0
Citizens of Earth,2015,2.9,66.0
UnderRail,2015,3.79,72.0
Dead Synchronicity: Tomorrow Comes Today,2015,3.17,70.0
Technobabylon,2015,4.02,82.0
RONIN,2015,3.41,70.0
Hektor,2015,2.12,55.0
60 Seconds!,2015,3.56,63.0
Decay: The Mare,2015,2.58,60.0
Odallus: The Dark Call,2015,3.58,80.0
Valhalla Hills,2015,2.41,69.0
Legends of Eisenwald,2015,3.36,71.0
Guild of Dungeoneering,2015,3.48,72.0
A Fistful of Gun,2015,2.5,60.0
In Between,2015,2.58,68.0
CRYPTARK,2015,3.18,80.0
"Guns, Gore & Cannoli",2015,3.85,74.0
Hover: Revolt Of Gamers,2015,2.96,69.0
Hyperdimension Neptunia Re ; Birth2 Sisters Generation,2015,3.37,67.0
Grand Kingdom,2015,2.52,77.0
Lucius II,2015,2.42,48.0
Forza Horizon 2 Presents Fast & Furious,2015,3.73,61.0
Bulb Boy,2015,3.34,84.0
Pneuma: Breath of Life,2015,3.04,63.0
Five Nights at Freddy's 3,2015,3.29,68.0
Pro Evolution Soccer 2016,2015,3.47,83.0
The Magic Circle,2015,3.35,79.0
Overlord: Fellowship of Evil,2015,2.65,31.0
Amnesia: Memories,2015,3.34,72.0
Planet of the Eyes,2015,2.81,66.0
Kung Fu Panda: Showdown of Legendary Legends,2015,2.2,66.0
The Legend of Zelda: Majora's Mask 3D,2015,4.43,89.0
Chaos Reborn,2015,2.72,85.0
Penarium,2015,2.76,80.0
Life is Feudal: Your Own,2015,2.66,63.0
Shiftlings,2015,2.0,70.0
Concrete Jungle,2015,3.39,76.0
Convoy,2015,3.04,72.0
Total War Battles: KINGDOM,2015,1.65,67.0
Rebuild 3: Gangs of Deadsville,2015,3.12,75.0
Order of Battle: World War II,2015,2.65,81.0
BLACKHOLE,2015,2.3,82.0
Hot Tin Roof: The Cat That Wore A Fedora,2015,2.0,66.0
Big Pharma,2015,3.43,72.0
Cibele,2015,2.43,71.0
Sid Meier's Starships,2015,2.55,64.0
WRC 5 FIA World Rally Championship,2015,2.98,65.0
Megadimension Neptunia VII,2015,3.3,70.0
The Book of Unwritten Tales 2,2015,3.16,80.0
Toren,2015,2.79,57.0
Sword Art Online Re: Hollow Fragment,2015,2.93,65.0
Five Nights at Freddy's 4,2015,3.38,51.0
Heroes of the Storm,2015,3.79,86.0
Bloodsports.TV,2015,1.73,69.0
The Escapists: The Walking Dead,2015,2.8,66.0
DISGAEA 5: ALLIANCE OF VENGEANCE,2015,3.52,80.0
HoPiKo,2015,2.5,82.0
